Act Name,Jurisdiction,Category,Procedural Element,Description,Section,Relevancy Scale
Forest Act,Provincial,Act,Cut control limit for major licences,"(2) Despite subsection (1) or (1.1), the holder of a licence must ensure that the volume of timber harvested during its final cut control period does not exceed 100% of the sum of the allowable annual cuts for that period that are",75.41,2
Forest Act,Provincial,Act,Cut control limit for major licences,(3) The holder of a licence that provides that a replacement for it must not be offered must ensure that the volume of timber harvested under the licence does not exceed the maximum harvestable volume specified in the licence.,75.41,2
Forest Act,Provincial,Act,Cut control period for other licences,"(b) the volume of timber harvested that, before the replacement, was charged to the replaced licence must be charged to the replacement licence.",75.5,2
Forest Act,Provincial,Act,Cut control limit for other licences,"75.51
		  (1) The holder of a timber sale licence or forest licence must ensure that the volume of timber harvested during a cut control period for the licence is not more than 120% of the sum of the allowable annual cuts for that period that are authorized for the licence.",75.51,2
Forest Act,Provincial,Act,Cut control limit for other licences,"(2) Despite subsection (1), the holder of a timber sale licence or forest licence must ensure that the volume of timber harvested during the final cut control period for the licence is not more than 100% of the sum of the allowable annual cuts for that period that are authorized for the licence.",75.51,2
Forest Act,Provincial,Act,Cut control limit for other licences,that provides that a replacement for it must not be offered must ensure that the volume of timber harvested under the licence does not exceed the maximum harvestable volume specified in the licence.,75.51,2
Forest Act,Provincial,Act,Reconciliation of cut control for major and other licences,"(b) the volume of timber harvested that, before the replacement, was charged to the replaced licence during its latest cut control period must be charged to the other licences by allocating that volume among the other licences during their first cut control period by the method set out in subsection (3).",75.6,2
Forest Act,Provincial,Act,Reconciliation of cut control for major and other licences,(3) The part of the volume of timber harvested referred to in subsection (2) (b) to be allocated among each of the other licences must be determined by multiplying that volume by the fraction obtained by dividing the allowable annual cut of that other licence by the allowable annual cut of the replaced licence.,75.6,2
Forest Act,Provincial,Act,Reconciliation of cut control for major and other licences,(i)  the volume of timber harvested that was charged to the replaced licences during the calendar year of the replacement;,75.6,2
Forest Act,Provincial,Act,Reconciliation of cut control for major and other licences,"(ii)  the volume of timber harvested that exceeded the volume that was authorized for, or available to the holders of, the replaced licences for the immediately preceding cut control periods.",75.6,2
Forest Act,Provincial,Act,Reconciliation of cut control for woodlot licences,(i)  the volume of timber harvested that was charged to the replaced licences from the last anniversary date of the beginning of the cut control periods for the replaced licences to the date of the replacement;,75.61,2
Forest Act,Provincial,Act,Reconciliation of cut control for woodlot licences,(ii)  the volume of timber harvested that exceeded the volume that was authorized for the replaced licences for the immediately preceding cut control periods.,75.61,2
Forest Act,Provincial,Act,Carry forward of excess harvest volume,"75.7
		  If the volume of timber harvested during a cut control period for a licence, as defined in section 75.4, a forest licence, as defined in section 75.5, or a timber sale licence, as defined in section 75.5, exceeds the sum of the allowable annual cuts",75.7,2
Forest Act,Provincial,Act,Carry forward of excess harvest volume,the excess volume of timber must be treated as being timber harvested during a cut period that is the next cut control period.,75.7,2
Forest Act,Provincial,Act,No carry forward of unharvested volume,"75.8
		  (1) If the volume of timber harvested during a cut control period for a licence, as defined in section 75.4, a forest licence, as defined in section 75.5, or a timber sale licence, as defined in section 75.5, is less than the sum of the allowable annual cuts",75.8,2
Forest Act,Provincial,Act,No carry forward of unharvested volume,the holder of the licence must not harvest that unharvested volume of timber in a subsequent cut control period.,75.8,2
Forest Act,Provincial,Act,No carry forward of unharvested volume,"(2) The unharvested volume of timber, referred to in subsection (1), in a tree farm licence area or woodlot licence area may be disposed of to a person other than the holder of the tree farm licence or woodlot licence by means of",75.8,2
Forest Act,Provincial,Act,Exemption from cut control limits,"75.9
		  (1) If the minister considers that timber on Crown land or other forest resources on Crown land is at risk because of wind, fire, insect or disease, he or she",75.9,3
Forest Act,Provincial,Act,Penalty for exceeding cut control limits,"75.91
		  (1) If the volume of timber harvested during a cut control period for a licence, as defined in section 75.4, a forest licence, as defined in section 75.5, or a timber sale licence, as defined in section 75.5, exceeds",75.91,2
Forest Act,Provincial,Act,Penalty for exceeding cut control limits,"(a) the volume of timber harvested during the cut control period that exceeds the applicable limit referred to in subsection (1), and",75.91,2
Forest Act,Provincial,Act,Relief,"(a) timber is deemed, under section 119.2 (2), to be harvested under the licence during the cut control period to which the penalty relates;",75.92,2
Forest Act,Provincial,Act,Forestry Revitalization Act,"(3) A determination of whether or not the holder of a licence in a group of licences has complied with the Acts, in relation to timber harvesting under the licence, during a group licence interim period must be made",80.2,2
Forest Act,Provincial,Act,Forestry Revitalization Act,"(4) A determination of whether or not the holder of a timber licence specified in a minister's order has complied with the Acts, in relation to timber harvesting under the licence, during a timber licence interim period must be made",80.2,2
Forest Act,Provincial,Act,Applications,"(b) issue to an agent of the government or to a private utility company a certificate or renewal certificate that describes a timber mark and identifies the private land and the agent or company to which the certificate pertains, if the registrar is satisfied that the agent or utility has the authority to harvest the timber, and",85,2
Forest Act,Provincial,Act,Applications,"(c) issue to the holder of a woodlot licence a certificate that describes a timber mark and identifies the private land that is subject to the woodlot licence to which the certificate pertains, if the registrar is satisfied that the woodlot licence holder has the authority to harvest the timber.",85,2
Forest Act,Provincial,Act,Applications,"(3.1) On application by the holder of a certificate issued under subsection (1) (b), the registrar may approve the use of a timber mark described in the certificate, for timber cut on private land other than the private land originally described in the certificate, if the registrar is satisfied that the agent or utility has the authority to harvest the timber from that other private land.",85,2
Forest Act,Provincial,Act,Scaling of special forest products,"94.1
		  (1) In this section, waste assessment means an assessment, for determining the volumes of merchantable timber and waste left on a harvested area, conducted in accordance with the procedures set out in the publication of the Ministry of Forests and Range, Provincial Logging Residue and Waste Measurement Procedures Manual, as amended from time to time.",94.1,2
Forest Act,Provincial,Act,Requirement to prepare and maintain forest resource inventories,"(c) water resources, including streams, wetlands, lakes and riparian areas;",102.2,2
Forest Act,Provincial,Act,Requirement to prepare and maintain forest resource inventories,(d) fish and wildlife;,102.2,2
Forest Act,Provincial,Act,Requirement to prepare and maintain forest resource inventories,(e) ecosystems;,102.2,4
Forest Act,Provincial,Act,Content of forest resource inventory,(i)  timber harvesting;,102.4,2
Forest Act,Provincial,Act,Content of forest resource inventory,"(iii)  wildfire, disease and insect infestation;",102.4,3
Forest Act,Provincial,Act,Requirement to review forest resource inventory in special circumstances,"(a) wildfire, disease or insect infestation;",102.8,3
Forest Act,Provincial,Act,Stumpage rate determined,"(a) the harvesting or scaling of the timber in respect of which the stumpage has been or is to be paid, or",105,2
Forest Act,Provincial,Act,More than one rate,"107
		  If the minister considers it appropriate and more than one stumpage rate applies to timber cut in a timber harvesting operation, a single rate of stumpage, calculated as the average of the rates that otherwise would be applicable and weighted according to the respective volumes of timber estimated by the minister to be subject to each rate, is payable on the timber.",107,2
Forest Act,Provincial,Act,Annual rent,"(4) In prescribing the rates of annual rent, the Lieutenant Governor in Council may classify licences, agreements or permits granting rights to harvest Crown timber and set different rates for different",111,2
Forest Act,Provincial,Act,Annual rent for council,"112.1
		  (1) If authorized by the regulations and in accordance with the regulations, the Lieutenant Governor in Council, in prescribing the rate of annual rent for a woodlot licence, under section 111 (1), may allocate a portion of that rate to represent money payable to the Woodlot Product Development Council by producers, under the Farming and Fishing Industries Development Act, in respect of a levy established by the council under that Act.",112.1,2
Forest Act,Provincial,Act,Definitions,eligible holder means a person who has the right to harvest timber under a,114,2
Forest Act,Provincial,Act,Mandatory refusal to issue road permit,(a) the road permit area is located outside a forest landscape area and one or more of the following apply:,117,4
Forest Act,Provincial,Act,Mandatory refusal to issue road permit,"(i)  the applicant does not hold a forest stewardship plan or woodlot licence plan, as required under the Forest and Range Practices Act, in relation to the road permit area;",117,4
Forest Act,Provincial,Act,Mandatory refusal to issue road permit,(b) the road permit area is located in a forest landscape area and either of the following applies:,117,4
Forest Act,Provincial,Act,Mandatory refusal to issue road permit,"(4) If a person applies for a road permit and only a portion of the road permit area is located outside a forest landscape area,",117,4
Forest Act,Provincial,Act,Mandatory refusal to issue road permit,"(a) subsection (3) (a) applies to the application as it relates to the portion of the road permit area located outside the forest landscape area, and",117,4
Forest Act,Provincial,Act,Mandatory refusal to issue road permit,(b) subsection (3) (b) applies to the application as it relates to the portion of the road permit area located in the forest landscape area.,117,4
Forest Act,Provincial,Act,Road permit content - right to harvest timber in right-of-way,(2) A road permit to construct a road must authorize the holder to harvest roadway timber if the roadway timber meets both of the following conditions:,119,2
Forest Act,Provincial,Act,Road permit content - right to harvest timber in right-of-way,(b) no other person has the right to harvest the roadway timber under one or more of the following:,119,2
Forest Act,Provincial,Act,Road permit content - right to harvest timber in right-of-way,"(4) If a road permit authorizes the holder to harvest timber, the road permit must require the holder to pay to the government, in addition to other amounts payable under this Act,",119,2
Forest Act,Provincial,Act,Road permit content - right to cut timber in right-of-way,(b) a person other than the road permit holder has the right to harvest the roadway timber under a permit or licence referred to in section 119 (2) (b);,119.1,2
Forest Act,Provincial,Act,Road permit content - right to cut timber in right-of-way,"(a) must not grant to the holder the right to harvest encumbered roadway timber, and",119.1,2
Forest Act,Provincial,Act,Volume cut under road permit deemed to be harvested under licence for cut control purposes,(b) a forestry licence to cut that does not require the holder to obtain a cutting permit before harvesting Crown timber under the licence.,119.2,2
Forest Act,Provincial,Act,Volume cut under road permit deemed to be harvested under licence for cut control purposes,"(2) For the purposes of paragraph (a) of the definition of volume of timber harvested in section 75.1 (1) and the definition of volume of timber harvested in a licence referred to in section 75.11 (1), and despite the definition of timber volumes in section 75.1 (2), the amount of timber cut under a road permit is deemed to be harvested under the licence referred to in subsection (1) (a) or (b) of this section.",119.2,2
Forest Act,Provincial,Act,Issuance of road use permit to eligible holder,"(b) compromise a forest operations plan, forest stewardship plan, forest development plan or woodlot licence plan.",119.5,4
Forest Act,Provincial,Act,Issuance of road use permit for natural resource development purpose,"(a) cause inordinate disturbance to the natural environment,",119.6,4
Forest Act,Provincial,Act,Issuance of road use permit for natural resource development purpose,"(c) compromise a forest operations plan, forest stewardship plan, forest development plan or woodlot licence plan.",119.6,4
Forest Act,Provincial,Act,Crown timber to be used in British Columbia,"127
		  Unless exempted under this Part, timber that is harvested from Crown land, from land granted by the government after March 12, 1906 or from land granted by the government before March 12, 1906 in a tree farm licence area, and wood residue produced from the timber, must be",127,2
Forest Act,Provincial,Act,Attempt to export timber or wood residue,(a) timber that is harvested from,127.1,2
Forest Act,Provincial,Act,Exemptions,"(b) a volume of timber, whether or not harvested, or a volume of a wood residue, on receiving an application in a form required by the minister.",128,2
Forest Act,Provincial,Act,Exemptions,"(a) a volume of timber that has been harvested, not exceeding 15 000 m3 for each application, and",128,2
Forest Act,Provincial,Act,Records and returns,(b) a person who harvests timber;,136,2
Forest Act,Provincial,Act,Records and returns,"(a) with respect to timber harvesting,",136,2
Forest Act,Provincial,Act,Records and returns,"(i)  the volume of timber harvested,",136,2
Forest Act,Provincial,Act,Records and returns,(A) timber harvesting;,136,2
Forest Act,Provincial,Act,Records and returns,"(B) transporting, by any means, harvested timber;",136,2
Forest Act,Provincial,Act,Definitions and application,"(a) the harvesting of Crown timber if the harvesting occurs on or after March 30, 2006;",142.1,2
Forest Act,Provincial,Act,Definitions and application,"(b) stumpage and the payment of stumpage if the stumpage relates to Crown timber harvested on or after March 30, 2006;",142.1,2
Forest Act,Provincial,Act,Entry on land or premises,(a) the harvesting of Crown timber;,142.2,2
Forest Act,Provincial,Act,Assessment of estimated stumpage and interest,"142.51
		  (1) If it appears to the commissioner, from an inspection or audit of any records or from other information available, that one or more of the following has occurred, the commissioner may estimate, in accordance with subsections (2) and (3), the total amount of stumpage required to be paid in respect of the Crown timber harvested:",142.51,2
Forest Act,Provincial,Act,Assessment of estimated stumpage and interest,(a) some or all of the Crown timber harvested was,142.51,2
Forest Act,Provincial,Act,Assessment of estimated stumpage and interest,(c) the incorrect rate was applied to some or all of the Crown timber harvested;,142.51,2
Forest Act,Provincial,Act,Assessment of estimated stumpage and interest,"(d) the information relating to the Crown timber harvested that is required to be provided to the government under this Act or under an agreement entered into under this Act was incomplete or inaccurate, or was not provided.",142.51,2
Forest Act,Provincial,Act,Assessment of estimated stumpage and interest,"(a) the commissioner's estimate of the volume or quantity of the Crown timber harvested, and",142.51,2
Forest Act,Provincial,Act,Assessment of estimated stumpage and interest,"(ii)  the bonus bid, if any, offered or the bonus bid that in the opinion of the commissioner would likely have been offered in respect of the Crown timber harvested without authorization.",142.51,2
Forest Act,Provincial,Act,Assessment of estimated stumpage and interest,"(a) the person who harvested the Crown timber, and",142.51,2
Forest Act,Provincial,Act,Assessment of estimated stumpage and interest,"(b) a person who acquires, has acquired, deals in or has dealt in the Crown timber harvested",142.51,2
Forest Act,Provincial,Act,Determination that may be reviewed,"(c) an order made under section 75.02 (2) or (3) (b), unless the order specifies limits on the harvested volume respecting all of the forest licences in a timber supply area.",143,2
Forest Act,Provincial,Act,Regulations,"(d) the transportation of timber after harvesting or of timber products, including but not limited to",151,2
Forest Act,Provincial,Act,Regulations,(f) harvesting cascara bark from Crown land;,151,2
Forest Act,Provincial,Act,Regulations,(g) the growing and harvesting of Christmas trees on Crown land;,151,2
Forest Act,Provincial,Act,Area-based allowable annual cut,"151.3
		  (1) The Lieutenant Governor in Council may make regulations implementing a trial program under which allowable annual cut is determined under section 8 in whole or in part on the basis of the area from which timber is to be harvested.",151.3,2
Forest Act,Provincial,Act,Regulation making power for fibre supply and forestry licence to cut,(a) requiring the holder of an agreement listed in section 12 to give written notification to the district manager respecting harvest completion;,151.6,2
Forest Act,Provincial,Act,Regulation making power for fibre supply and forestry licence to cut,(i)  a declaration in respect of timber that is not harvested or removed under the agreement indicating the amount of that timber the agreement holder,151.6,2
Forest Act,Provincial,Act,Regulation making power for fibre supply and forestry licence to cut,"(d) if an agreement holder indicates in accordance with paragraph (c) (i) that the holder plans to sell, trade or use for commercial purposes timber that was not harvested or removed, requiring the holder to sell, trade or use that timber as declared;",151.6,2
Forest Act,Provincial,Act,Regulation making power in relation to dispositions of agreements and corporate changes of control and amalgamations,"(e) for the purposes of section 54.02 (2) (a) or 54.65 (b) (v), respecting how the minister may determine whether a disposition would result, or a change of control or amalgamation results, in persons holding or otherwise controlling rights to harvest Crown timber in an amount that is detrimental to competition in the marketing of fibre, including but not limited to the following:",151.8,2
Forest Act,Provincial,Act,Regulation making power in relation to dispositions of agreements and corporate changes of control and amalgamations,"(i)  respecting what constitutes holding or otherwise controlling rights to harvest Crown timber, including providing that a person controls rights to harvest Crown timber if the timber, or wood residue derived from the timber, is supplied to the person under a fibre supply arrangement within the meaning of section 136;",151.8,2
Forest Act,Provincial,Act,Regulation making power in relation to dispositions of agreements and corporate changes of control and amalgamations,"(A) the concentration of rights to harvest Crown timber, or",151.8,2
Forest Act,Provincial,Act,Regulation making power in relation to records and returns,"(i)  who acquire, distribute, buy or sell timber, wood residue, products manufactured from timber or wood residue or rights to harvest Crown timber, or",151.9,2
Forest Act,Provincial,Act,Regulation making power in relation to records and returns,"(i)  the acquiring, distributing, buying or selling of timber, wood residue, products manufactured from timber or wood residue or rights to harvest Crown timber, or",151.9,2
Forest Act,Provincial,Act,Interpretation for sections 152 to 162,"contractor means a person who has an agreement with the holder of a forest licence, timber licence or tree farm licence to carry out one or more aspects of the holder's timber harvesting operations under the licence, and includes person under contract as defined by the regulations;",152,2
Forest Act,Provincial,Act,Mediation and arbitration under contracts and subcontracts,"(ii)  requirements under which the parties to the contract or subcontract, as the case may be, must select the mediators and arbitrators to be used in the settlement of disputes under the contract or subcontract only from the Register of Timber Harvesting Contract Mediators and Arbitrators established under section 156,",155,2
Forest Act,Provincial,Act,Register of Timber Harvesting Contract Mediators and Arbitrators,"(a) establish and maintain a Register of Timber Harvesting Contract Mediators and Arbitrators,",156,2
Forest Act,Provincial,Act,Requirements for replaceable contracts and subcontracts,"(c) prescribing methods to be used to calculate compliance with a provision of a timber licence, replaceable forest licence or replaceable tree farm licence that requires timber to be harvested by persons under contract, and defining persons under contract for the purpose of sections 14 (1) (g) and 35 (1) (j),",157,2
Forest Act,Provincial,Act,Requirements for replaceable contracts and subcontracts,"(B) a change in harvesting methods that is approved or required by the government or a licence holder under the forest licence, timber licence or tree farm licence to which the replaceable contract or replaceable subcontract pertains;",157,2
Forest Act,Provincial,Act,Included regulatory powers for sections 152 to 161,"(2) Without limiting the generality of subsection (1) (c), a definition of classes under that provision may be based on the region to which a licence, contract or subcontract pertains, the volume of timber harvested or to be harvested under a licence, contract or subcontract, or on any characteristics of a licence, contract or subcontract, including when issued or made, length of term or of remaining term, or in the case of a licence or contract, whether it is replaceable.",161,2
Forest Act,Provincial,Act,Prohibition against restricting competition in sale or purchase of logs,"165.1
		  (1) In this section, timber means timber harvested under an agreement referred to in section 12 and offered by or on behalf of the holder for sale as logs.",165.1,2
Forest Act,Provincial,Act,Compensation for fifth and subsequent years of designation,"(3) Subject to the adjustments under subsection (4), the compensation to which the holder of an agreement is entitled under this section is an amount determined by the minister based on the net income that would have been earned on the sale of harvested timber if, during each year of the compensable period,",175.2,2
Forest Act,Provincial,Act,Compensation for fifth and subsequent years of designation,"(a) the volume of the harvested timber had been equal to the amount by which the allowable annual cut of the agreement is reduced under section 173,",175.2,2
Forest Act,Provincial,Act,Compensation for fifth and subsequent years of designation,"(b) the timber had been harvested from the harvest profile that supports the allowable annual cut of the agreement, as specified by the chief forester for the purposes of this section, and",175.2,2
Forest Act,Provincial,Act,Compensation for fifth and subsequent years of designation,(c) the timber had been harvested and sold in accordance with established practices.,175.2,2
Forest Act,Provincial,Act,Award of licences,"(2) If, as a result of the Nisg_a'a Final Agreement, the holder of an agreement or a contractor or subcontractor loses the right to harvest Crown timber, the regional manager may enter into a forest licence or forestry licence to cut, or the district manager may enter into a forestry licence to cut, with the agreement holder, contractor or subcontractor without advertising or accepting applications from other persons.",178,2
Forest Act,Provincial,Act,Award of licences,"(3) The volume of timber authorized by the forest licence or forestry licence to cut referred to in subsection (2) must not exceed the volume of timber that would compensate the agreement holder, contractor or subcontractor for the loss of the right to harvest timber as result of the Nisg_a'a Final Agreement.",178,2
Forest Act,Provincial,Act,Definitions for Part 15,"(d) an airstrip, helipad or other landing site for aircraft used for timber harvesting or transporting timber;",180,2
Forest Act,Provincial,Act,Impacts on harvest profile and AAC of area-based licence,(a) specify the harvest profile for the licence area by identifying the components of the profile of timber that the chief forester considers could be harvested to support the allowable annual cut for the licence area as at the effective date of the designation;,185,2
Forest Act,Provincial,Act,Impacts on harvest profile and AAC of area-based licence,(d) specify the new harvest profile for the licence area by identifying the components of the profile of timber that the chief forester considers could be harvested to support the allowable annual cut for the licence area after the effective date of the reduction and deletion referred to in paragraph (b);,185,2
Forest Act,Provincial,Act,Impacts on harvest profile and AAC of area-based licence,"(e) specify the harvest profile that will be impacted, if at all, as a result of the reduction and deletion referred to in paragraph (b) by identifying the differences between the harvest profile specified under paragraph (a) and the new harvest profile specified under paragraph (d).",185,2
Forest Act,Provincial,Act,Impacts on non-TFL timber licence,(a) specify the harvest profile for the area of overlap by identifying the components of the profile of timber that the chief forester considers could be harvested in that area of overlap as at the effective date of the designation;,186,2
Forest Act,Provincial,Act,Impacts on non-TFL timber licence,"(c) determine the average volume of timber, per hectare, that the chief forester considers could be harvested from the harvest profile in the area of overlap were the area of overlap not subject to deletion under",186,2
Forest Act,Provincial,Act,Request for information by chief forester,"187
		  (1) For the purposes of specifying and determining the matters set out in section 185 (1) [impacts on harvest profile and AAC of area-based licence], the chief forester may, by written request served on the holder of an area-based licence, require the holder to provide the following information:",187,2
Forest Act,Provincial,Act,Notice to holder of area-based licence or non-TFL timber licence,"188
		  As soon as practicable after the matters set out in section 185 (1) [impacts on harvest profile and AAC of area-based licence] or 186 (1) [impacts on non-TFL timber licence] are specified and determined in relation to the licence area of an area-based licence or non-TFL timber licence, the minister must serve notice of those matters on the holder of the licence.",188,2
Forest Act,Provincial,Act,Order to extend deletion if special purpose area overlaps cutting permit area,(b) timber harvesting in the area of overlap has not been completed;,191,2
Forest Act,Provincial,Act,Order to extend deletion if special purpose area overlaps cutting permit area,(d) the minister considers that the exercise of harvesting rights in the area of overlap will not significantly interfere with the purpose or purposes of the special purpose area.,191,2
Forest Act,Provincial,Act,Effective date of AAC reduction for area-based licence,"193
		  (1) If the chief forester determines a reduction under section 185 (1) (b) [impacts on harvest profile and AAC of area-based licence] to the allowable annual cut for the licence area of an area-based licence, the reduction and the adjusted allowable annual cut specified under section 185 (1) (c) take effect on the date that Crown land is deleted under this Division from the licence area.",193,2
Forest Act,Provincial,Act,Definitions for Division 4 of Part 15,"AAC reduction for the timber supply area, in relation to a timber supply area, means a reduction to the allowable annual cut for the volume-based portion of the timber supply area, as determined by the chief forester under section 199 (1) (b) [impacts on harvest profile and AAC of timber supply area];",198,2
Forest Act,Provincial,Act,Impacts on harvest profile and AAC of timber supply area,(a) specify the harvest profile for the volume-based portion by identifying the components of the profile of timber that the chief forester considers could be harvested to support the allowable annual cut for that volume-based portion as at the effective date of the designation;,199,2
Forest Act,Provincial,Act,Impacts on harvest profile and AAC of timber supply area,(d) specify the new harvest profile for the volume-based portion by identifying the components of the profile of timber that the chief forester considers could be harvested to support the allowable annual cut for that volume-based portion after the effective date of the reduction referred to in paragraph (b);,199,2
Forest Act,Provincial,Act,Impacts on harvest profile and AAC of timber supply area,"(e) specify the harvest profile that will be impacted, if at all, as a result of the reduction referred to in paragraph (b) by identifying the differences between the harvest profile specified under paragraph (a) and the new harvest profile specified under paragraph (d).",199,2
Forest Act,Provincial,Act,Notice to holders of forest licences,"200
		  (1) Within 30 days after the matters set out in section 199 (1) [impacts on harvest profile and AAC of timber supply area] are specified and determined in relation to the volume-based portion of a timber supply area, the minister must serve notice of those matters on the holder of each forest licence in that volume-based portion.",200,2
Forest Act,Provincial,Act,Notice to holders of forest licences,"(2) In the notice under subsection (1), the minister may specify a website maintained by or on behalf of the government where the holder may obtain the harvest profiles specified under section 199 (1) (a), (d) and (e).",200,2
Forest Act,Provincial,Act,Effective date of AAC reduction for timber supply area,"201
		  If the chief forester determines a reduction under section 199 (1) (b) [impacts on harvest profile and AAC of timber supply area] for the volume-based portion of a timber supply area, the reduction and the adjusted allowable annual cut specified under section 199 (1) (c) take effect 40 days after that determination.",201,2
Forest Act,Provincial,Act,Restriction on entering into or amending certain forest licences,"207
		  (1) If a special purpose area overlaps a portion of a timber supply area, an authorized official must not enter into a forest licence that would, under section 14 (1) (b.1) [content of forest licence], restrict timber harvesting to the portion of the timber supply area.",207,2
Forest Act,Provincial,Act,Restriction on entering into or amending certain forest licences,"(2) Subsection (1) does not apply if the forest licence is a replacement for another licence that, under section 14 (1) (b.1), restricts timber harvesting to the portion of the timber supply area.",207,2
Forest Act,Provincial,Act,Restriction on entering into or amending certain forest licences,"(3) An authorized official must not amend a forest licence if, as a result of the amendment, the forest licence would restrict timber harvesting to a portion of a timber supply area that overlaps a special purpose area.",207,2
Forest Act,Provincial,Act,Restriction on authorizing new road,(b) the road is necessary to carry out timber harvesting under a forestry licence to cut entered into for a purpose described in section 209 (2) (a) [restriction on entering into or amending certain other licences or permits];,215,2
Forest Act,Provincial,Act,Restriction on authorizing new road,(c) the road is necessary to carry out timber harvesting under a forestry licence to cut entered into before the effective date of the designation;,215,2
Forest Act,Provincial,Act,Restriction on authorizing new road,(d) the road is necessary to carry out timber harvesting under a cutting permit issued for a forestry licence to cut referred to in paragraph (b).,215,2
Forest Act,Provincial,Act,Definitions for Part 16,"(a) have been carried out previously in relation to the harvest and sale of a volume of timber that is harvested from the relevant harvest profile, and",226,2
Forest Act,Provincial,Act,Definitions for Part 16,relevant harvest profile means the following:,226,2
Forest Act,Provincial,Act,Definitions for Part 16,"(i)  the harvest profile for the licence area, as specified under section 185 (1) (a) [impacts on harvest profile and AAC of area-based licence], or",226,2
Forest Act,Provincial,Act,Definitions for Part 16,"(ii)  if impacts to that harvest profile are specified under section 185 (1) (e), the impacted harvest profile specified under that section;",226,2
Forest Act,Provincial,Act,Definitions for Part 16,"(b) in relation to the licence area of a non-TFL timber licence, the harvest profile for the portion of the licence area that overlaps a special purpose area, as specified under section 186 (1) (a) [impacts on non-TFL timber licence];",226,2
Forest Act,Provincial,Act,Definitions for Part 16,"(i)  the harvest profile for the volume-based portion, as specified under section 199 (1) (a) [impacts on harvest profile and AAC of timber supply area], or",226,2
Forest Act,Provincial,Act,Definitions for Part 16,"(ii)  if impacts to that harvest profile are specified under section 199 (1) (e), the impacted harvest profile specified under that section;",226,2
Forest Act,Provincial,Act,"Meaning of """"net income""""","228
		  (1) Net income, in relation to the harvest and sale of a volume of timber, is the amount determined by the following formula and in accordance with the regulations, if any:",228,2
Forest Act,Provincial,Act,"Meaning of """"net income""""","(b) planning, administrative and overhead costs that would be attributed to the harvest and sale of the timber;",228,2
Forest Act,Provincial,Act,"Meaning of """"net income""""",(c) costs in respect of the following matters that would be associated with the harvest and sale of the timber:,228,2
Forest Act,Provincial,Act,"Meaning of """"net income""""","(i)  associated with the harvest of the timber, and",228,2
Forest Act,Provincial,Act,Compensation for area-based licence for deletion for access purpose,"(2) Subject to the adjustments under subsection (3), the compensation to which the holder of an area-based licence is entitled under this section is an amount determined by the minister based on the net income that would be earned on the sale of harvested timber if, during each year of the remaining term of the licence,",231,2
Forest Act,Provincial,Act,Compensation for area-based licence for deletion for access purpose,"(a) the volume of the harvested timber were equal to that portion of the total compensable AAC that the minister determines is attributable to the particular deletion referred to in subsection (1) (a),",231,2
Forest Act,Provincial,Act,Compensation for area-based licence for deletion for access purpose,"(b) the timber were harvested from the relevant harvest profile, and",231,2
Forest Act,Provincial,Act,Compensation for area-based licence for deletion for access purpose,(c) the timber were harvested and sold in accordance with established practices.,231,2
Forest Act,Provincial,Act,Compensation for area-based licence for deletion for non-timber production purpose,"(2) Subject to the adjustments under subsection (3), the compensation to which the holder of an area-based licence is entitled under this section is an amount determined by the minister based on the net income that would be earned on the sale of harvested timber if, during each year of the remaining term of the licence,",232,2
Forest Act,Provincial,Act,Compensation for area-based licence for deletion for non-timber production purpose,"(a) the volume of the harvested timber were equal to that portion of the total compensable AAC that is attributable to the particular deletion referred to in subsection (1) (a),",232,2
Forest Act,Provincial,Act,Compensation for area-based licence for deletion for non-timber production purpose,"(b) the timber were harvested from the relevant harvest profile, and",232,2
Forest Act,Provincial,Act,Compensation for area-based licence for deletion for non-timber production purpose,(c) the timber were harvested and sold in accordance with established practices.,232,2
Forest Act,Provincial,Act,Compensation for area-based licence for deletion for other special purposes,"(2) Subject to the adjustments under subsection (3), the compensation to which the holder of an area-based licence is entitled under this section is an amount determined by the minister based on the net income that would be earned on the sale of harvested timber if, during each year of the remaining term of the licence,",233,2
Forest Act,Provincial,Act,Compensation for area-based licence for deletion for other special purposes,"(a) the volume of the harvested timber were equal to the amount by which the allowable annual cut of the licence is reduced as a result of the particular deletion referred to in subsection (1),",233,2
Forest Act,Provincial,Act,Compensation for area-based licence for deletion for other special purposes,"(b) the timber were harvested from the relevant harvest profile, and",233,2
Forest Act,Provincial,Act,Compensation for area-based licence for deletion for other special purposes,(c) the timber were harvested and sold in accordance with established practices.,233,2
Forest Act,Provincial,Act,Compensation for non-TFL timber licence for deletion for access purpose,"(2) Subject to the adjustments under subsection (4), the compensation to which the holder of a non-TFL timber licence is entitled under this section is an amount determined by the minister based on the net income that would be earned on the sale of harvested timber if, during each year of the remaining term of the licence,",234,2
Forest Act,Provincial,Act,Compensation for non-TFL timber licence for deletion for access purpose,(a) the size of the area from which the timber were harvested were equal to the size of the area that,234,2
Forest Act,Provincial,Act,Compensation for non-TFL timber licence for deletion for access purpose,"(b) the volume of the harvested timber were equal to the amount calculated by using the formula set out in subsection (3),",234,2
Forest Act,Provincial,Act,Compensation for non-TFL timber licence for deletion for access purpose,"(c) the timber were harvested from the relevant harvest profile, and",234,2
Forest Act,Provincial,Act,Compensation for non-TFL timber licence for deletion for access purpose,(d) the timber were harvested and sold in accordance with established practices.,234,2
